Codigo Familia;Familia;legado
2600;FIBRA 7DX64MM HCS;2600-FIBRA 7DX64MM HCS
2601;FIBRA 7DX32MM HCS;2601-FIBRA 7DX32MM HCS
2602;VOIL CROSS 3.00M;2602-VOIL CROSS 3.00M
2603;FIBRA 4DX51MM BI HM;2603-FIBRA 4DX51MM BI HM
2604;RUSTICO LIST I 2.80M;2604-RUSTICO LIST I 2.80M
2605;RUSTICO LIST II 2.80M;2605-RUSTICO LIST II 2.80M
2606;VOIL FLAME LIST I 2.80M;2606-VOIL FLAME LIST I 2.80M
2607;VOIL FLAME LIST II 2.80M;2607-VOIL FLAME LIST II 2.80M
2608;NATURAL LOOK 2.80M;2608-NATURAL LOOK 2.80M
2609;NATURAL LOOK 2.80M;2609-NATURAL LOOK 2.80M
2610;VOIL 2.80M;2610-VOIL 2.80M
2611;NATURAL LOOK 2.80M;2611-NATURAL LOOK 2.80M
2612;NATURAL LOOK 2.80M;2612-NATURAL LOOK 2.80M
2613;NATURAL LOOK 2.80M;2613-NATURAL LOOK 2.80M
2614;NATURAL LOOK 2.80M;2614-NATURAL LOOK 2.80M
2615;NATURAL LOOK 2.80M;2615-NATURAL LOOK 2.80M
2616;NATURAL LOOK 2.80M;2616-NATURAL LOOK 2.80M
2617;NATURAL LOOK 2.80M;2617-NATURAL LOOK 2.80M
2618;NATURAL LOOK 2.80M;2618-NATURAL LOOK 2.80M
2619;RUSTICO 4 3.00M;2619-RUSTICO 4 3.00M
2620;VOIL CORTTEX XD 3.00M;2620-VOIL CORTTEX XD 3.00M
2622;VOIL DEVORE 2.80M;2622-VOIL DEVORE 2.80M
2623;VOIL DEVORE 2.80M;2623-VOIL DEVORE 2.80M
2624;VOIL DEVORE 2.80M;2624-VOIL DEVORE 2.80M
2625;VOIL DEVORE 2.80M;2625-VOIL DEVORE 2.80M
2626;VOIL DEVORE 2.80M;2626-VOIL DEVORE 2.80M
2627;VOIL DEVORE 2.80M;2627-VOIL DEVORE 2.80M
2628;VOIL DEVORE 2.80M;2628-VOIL DEVORE 2.80M
2629;VELLUTO JACQ 1.42M;2629-VELLUTO JACQ 1.42M
2630;VELLUTO JACQ 1.42M;2630-VELLUTO JACQ 1.42M
2631;VELLUTO JACQ 1.42M;2631-VELLUTO JACQ 1.42M
2632;VELLUTO JACQ 1.42M;2632-VELLUTO JACQ 1.42M
2634;VOIL CORTTEX XD 2.80M;2634-VOIL CORTTEX XD 2.80M
2635;VOIL GLACE 2.80M;2635-VOIL GLACE 2.80M
2636;VELUDO PENA 1.40M;2636-VELUDO PENA 1.40M
2638;VOIL FLAME 2.80M;2638-VOIL FLAME 2.80M
2639;VOIL GLACE XD 2.80M;2639-VOIL GLACE XD 2.80M
2641;NATURAL LOOK 2.80M;2641-NATURAL LOOK 2.80M
2642;VELUDO NAPOLE 1.42M;2642-VELUDO NAPOLE 1.42M
2643;LINEN LOOK VALENCIA 1.42M;2643-LINEN LOOK VALENCIA 1.42M
2644;BLACK OUT RUSTICO 2.80M;2644-BLACK OUT RUSTICO 2.80M
2645;SEMI BLACKOUT RUST LIST 2.80M;2645-SEMI BLACKOUT RUST LIST 2.80M
2646;VELUDO CLD 1.40M;2646-VELUDO CLD 1.40M
2647;VELUDO CLD 1.40M;2647-VELUDO CLD 1.40M
2648;VELUDO CLD 1.40M;2648-VELUDO CLD 1.40M
2649;CETIM 3.00M;2649-CETIM 3.00M
2650;VELUDO CLD 1.40M;2650-VELUDO CLD 1.40M
2651;RUSTICO 3 3.00M;2651-RUSTICO 3 3.00M
2652;VELUDO 1.45M;2652-VELUDO 1.45M
2653;MICROFIBRA 2.55M;2653-MICROFIBRA 2.55M
2654;VOIL DEVORE 2.80M;2654-VOIL DEVORE 2.80M
2655;VOIL DEVORE 2.80M;2655-VOIL DEVORE 2.80M
2656;VELUDO CLD 1.40M;2656-VELUDO CLD 1.40M
2657;OXFORD 3.00M;2657-OXFORD 3.00M
2658;SEMI BLACKOUT RUST 2.80M;2658-SEMI BLACKOUT RUST 2.80M
2659;FIBRA 15DX32MM HCS;2659-FIBRA 15DX32MM HCS
2660;FIBRA SILICON XM 7DX64MM;2660-FIBRA SILICON XM 7DX64MM
2661;LINEN LOOK 1.42M;2661-LINEN LOOK 1.42M
2662;FIBRA 11DX64MM HNN;2662-FIBRA 11DX64MM HNN
2664;LINEN LOOK RUSTIK 1.42M;2664-LINEN LOOK RUSTIK 1.42M
2665;LINEN LOOK MODERN 1.42M;2665-LINEN LOOK MODERN 1.42M
2666;LINEN LOOK CLASSIC 1.45M;2666-LINEN LOOK CLASSIC 1.45M
2667;VELUDO TRELICA 1.40M;2667-VELUDO TRELICA 1.40M
2668;VELUDO CLD 1.40M;2668-VELUDO CLD 1.40M
2669;VELUDO CLD 1.40M;2669-VELUDO CLD 1.40M
2670;VELUDO CLD 1.40M;2670-VELUDO CLD 1.40M
2671;VELUDO CLD 1.40M;2671-VELUDO CLD 1.40M
2672;VELUDO CLD 1.40M;2672-VELUDO CLD 1.40M
2673;VELUDO CLD 1.40M;2673-VELUDO CLD 1.40M
2674;VELUDO CLD 1.40M;2674-VELUDO CLD 1.40M
2675;VELUDO CLD 1.40M;2675-VELUDO CLD 1.40M
2676;VELUDO CLD 1.40M;2676-VELUDO CLD 1.40M
2677;VELUDO CLD 1.40M;2677-VELUDO CLD 1.40M
2678;VELUDO CLD 1.40M;2678-VELUDO CLD 1.40M
2679;VELUDO CLD 1.40M;2679-VELUDO CLD 1.40M
2680;VELUDO CLD 1.40M;2680-VELUDO CLD 1.40M
2681;RUSTICO 3.00M;2681-RUSTICO 3.00M
2682;GORGURAO 3.00M;2682-GORGURAO 3.00M
2683;JACQUARD 2.80M;2683-JACQUARD 2.80M
2684;JACQUARD 2.80M;2684-JACQUARD 2.80M
2685;JACQUARD 2.80M;2685-JACQUARD 2.80M
2686;FIBRA 7DX64MM HCS;2686-FIBRA 7DX64MM HCS
2687;MICROFIBRA CLASSIC 2.80M LISA;2687-MICROFIBRA CLASSIC 2.80M LISA
2688;VOIL FLAME LIST 2.80M;2688-VOIL FLAME LIST 2.80M
2689;TAFETA FLAME 2.87M;2689-TAFETA FLAME 2.87M
2690;TAFETA FLAME SANJAN 2.80M;2690-TAFETA FLAME SANJAN 2.80M
2691;RUSTICO 3 3.00M;2691-RUSTICO 3 3.00M
2692;VOIL LIST 3.00M;2692-VOIL LIST 3.00M
2693;VOIL LIST 3.00M;2693-VOIL LIST 3.00M
2694;VOIL LIST 3.00M;2694-VOIL LIST 3.00M
2695;VOIL LIST 3.00M;2695-VOIL LIST 3.00M
2696;VOIL LIST 3.00M;2696-VOIL LIST 3.00M
2697;VOIL SHANTUNG 3.00M;2697-VOIL SHANTUNG 3.00M
2698;VELUDO CLD HAVANA 1.40M;2698-VELUDO CLD HAVANA 1.40M
2699;VELUDO 1.42M;2699-VELUDO 1.42M
2700;VOIL LINHO LIST 3.00M;2700-VOIL LINHO LIST 3.00M
2701;VOIL LINHO 3.00M;2701-VOIL LINHO 3.00M
2702;VOIL TAFETA 3.00M;2702-VOIL TAFETA 3.00M
2703;SHANTUNG VENEZA 3.00M;2703-SHANTUNG VENEZA 3.00M
2704;ALGODAO MADRI 2.50M;2704-ALGODAO MADRI 2.50M
2705;ALGODAO MADRI 2.80M;2705-ALGODAO MADRI 2.80M
2706;LINEN LOOK TRELLIS 1.42M;2706-LINEN LOOK TRELLIS 1.42M
2707;LINEN LOOK CORTONA 1.42M;2707-LINEN LOOK CORTONA 1.42M
2708;VELUDO PARIS 1.40M;2708-VELUDO PARIS 1.40M
2709;VELUDO ORLEANS 1.42M;2709-VELUDO ORLEANS 1.42M
2710;VOIL LIST 3.00M;2710-VOIL LIST 3.00M
2711;VOIL SUPER 3.00M;2711-VOIL SUPER 3.00M
2712;VOIL SHANTUNG LINHO 1 3.0;2712-VOIL SHANTUNG LINHO 1 3.0
2713;VOIL LINHO 2.90M;2713-VOIL LINHO 2.90M
2714;JACQUARD LIGURIA 2.80M;2714-JACQUARD LIGURIA 2.80M
2715;VOIL FANTASIA 1 3.00M;2715-VOIL FANTASIA 1 3.00M
2716;VOIL FANTASIA 2 3.00M;2716-VOIL FANTASIA 2 3.00M
2717;VOIL SELVAGEM 3.00M;2717-VOIL SELVAGEM 3.00M
2718;VOIL LISTRADO 3.00M;2718-VOIL LISTRADO 3.00M
2719;VELUDO PENA D CLD 1.42M;2719-VELUDO PENA D CLD 1.42M
2720;VELUDO ANIMALE D CLD 1.42M;2720-VELUDO ANIMALE D CLD 1.42M
2721;VELUDO ELEFANTE CLD 1.42M;2721-VELUDO ELEFANTE CLD 1.42M
2722;MILANO 2.80M;2722-MILANO 2.80M
2725;ROMA 2.80M;2725-ROMA 2.80M
2726;LISBOA 2.80M;2726-LISBOA 2.80M
2727;JACQUARD VERMONT 3.00M;2727-JACQUARD VERMONT 3.00M
2728;JACQUARD VERMONT 3.00M;2728-JACQUARD VERMONT 3.00M
2729;JACQUARD VERMONT 3.00M;2729-JACQUARD VERMONT 3.00M
2730;ASSIS 2.80M;2730-ASSIS 2.80M
2731;SAVONA 2.80M;2731-SAVONA 2.80M
2732;AMBRA 2.80M;2732-AMBRA 2.80M
2733;JACQUARD GENOVA 3.00M;2733-JACQUARD GENOVA 3.00M
2734;JACQUARD GENOVA 3.00M;2734-JACQUARD GENOVA 3.00M
2735;JACQUARD GENOVA 3.00M;2735-JACQUARD GENOVA 3.00M
2736;SEMI BLACKOUT MONACO 2.80M;2736-SEMI BLACKOUT MONACO 2.80M
2737;VOIL FERRARA 2.80M;2737-VOIL FERRARA 2.80M
2738;VOIL RAVENA 2.80M;2738-VOIL RAVENA 2.80M
2739;VOIL SPOLETO 2.80M;2739-VOIL SPOLETO 2.80M
2740;VOIL BELLARIA 2.80M;2740-VOIL BELLARIA 2.80M
2741;VOIL CAPRI 2.80M;2741-VOIL CAPRI 2.80M
2742;VOIL VICENZA 2.80M;2742-VOIL VICENZA 2.80M
2743;VOIL PADUA 2.80M;2743-VOIL PADUA 2.80M
2744;VOIL BOSCO 2.80M;2744-VOIL BOSCO 2.80M
2745;VOIL MIRANO 2.80M;2745-VOIL MIRANO 2.80M
2746;JACQUARD VERONA 2.80M;2746-JACQUARD VERONA 2.80M
2747;JACQUARD VERONA 2.80M;2747-JACQUARD VERONA 2.80M
2748;SEMI BLACKOUT 2.80M;2748-SEMI BLACKOUT 2.80M
2749;ALGODAO MADRI 2.80M;2749-ALGODAO MADRI 2.80M
2750;VELUDO ANIMALE CLD 1.42M;2750-VELUDO ANIMALE CLD 1.42M
2751;VELUDO NATURALE 1.42M;2751-VELUDO NATURALE 1.42M
2752;VELUDO ARTESANO 1.42M;2752-VELUDO ARTESANO 1.42M
2753;VELUDO CLD VELOART 1.42M;2753-VELUDO CLD VELOART 1.42M
2755;VELUDO TRAVERTINO 1.42M;2755-VELUDO TRAVERTINO 1.42M
2756;VELUDO PENA CLD 1.42M;2756-VELUDO PENA CLD 1.42M
2757;OXFORD 3.00M;2757-OXFORD 3.00M
2758;MICROFIBRA 2.50M;2758-MICROFIBRA 2.50M
2759;POLIESTER 600 1.48M;2759-POLIESTER 600 1.48M
2761;VELUDO VERSALHES 1.42M;2761-VELUDO VERSALHES 1.42M
2762;VELUDO MARSELHA 1.42M;2762-VELUDO MARSELHA 1.42M
2763;TURQUIA 2.20M;2763-TURQUIA 2.20M
2764;ISTAMBUL 2.20M;2764-ISTAMBUL 2.20M
2765;ANKARA 2.20M;2765-ANKARA 2.20M
2766;SIVAS 2.20M;2766-SIVAS 2.20M
2767;MANISA 2.20M;2767-MANISA 2.20M
2768;CAPADOCIA 2.20M;2768-CAPADOCIA 2.20M
2769;MARROCOS 2.20M;2769-MARROCOS 2.20M
2770;CASABLANCA 2.20M;2770-CASABLANCA 2.20M
2771;RISSANI 2.20M;2771-RISSANI 2.20M
2772;MENARA 2.20M;2772-MENARA 2.20M
2773;AGADIR 2.20M;2773-AGADIR 2.20M
2774;MARRAKESH 2.20M;2774-MARRAKESH 2.20M
2775;FIBRA 12DX64MM HNS;2775-FIBRA 12DX64MM HNS
2776;FIBRA 12DX64MM HNN;2776-FIBRA 12DX64MM HNN
2777;FIBRA 6,6DX64MM HNS;2777-FIBRA 6,6DX64MM HNS
2778;CETIM 3.00M;2778-CETIM 3.00M
2779;FIBRA 6,6DX64MM HNN;2779-FIBRA 6,6DX64MM HNN
2780;FIBRA 6DX42MM SNN;2780-FIBRA 6DX42MM SNN
2781;FIBRA 15DX64MM SNN;2781-FIBRA 15DX64MM SNN
2782;FIBRA 15DX76MM SNN;2782-FIBRA 15DX76MM SNN
2783;FIBRA 15DX51MM SNN;2783-FIBRA 15DX51MM SNN
2784;FIBRA 15DX51MM SNN;2784-FIBRA 15DX51MM SNN
2785;FIBRA 6DX51MM SNN;2785-FIBRA 6DX51MM SNN
2786;FIBRA 7DX64MM HNN;2786-FIBRA 7DX64MM HNN
2787;FIBRA 7DX64MM HNS;2787-FIBRA 7DX64MM HNS
2788;FIBRA 6DX38MM SNN;2788-FIBRA 6DX38MM SNN
2789;FIBRA 6DX76MM SNN;2789-FIBRA 6DX76MM SNN
2790;FIBRA 6DX38MM SNN;2790-FIBRA 6DX38MM SNN
2791;FIBRA 15DX51MM HNS;2791-FIBRA 15DX51MM HNS
2792;FIBRA 4DX51MM BI HM;2792-FIBRA 4DX51MM BI HM
2793;FIBRA 4DX51MM BI HM;2793-FIBRA 4DX51MM BI HM
2794;FIBRA 6.6DX38MM SNN;2794-FIBRA 6.6DX38MM SNN
2795;FIBRA 6.6DX76MM SNN;2795-FIBRA 6.6DX76MM SNN
2796;VELUDO ESPECIAL 1.42M;2796-VELUDO ESPECIAL 1.42M
2797;VELUDO ESPECIAL 1.46M;2797-VELUDO ESPECIAL 1.46M
2798;VELUDO 1.42M;2798-VELUDO 1.42M
2799;VELUDO 1.45M;2799-VELUDO 1.45M
2800;MICROFIBRA 2.45M;2800-MICROFIBRA 2.45M
2801;FIBRA 3.3DX64MM SNN;2801-FIBRA 3.3DX64MM SNN
2802;FIBRA 1.2DX64MM SNN;2802-FIBRA 1.2DX64MM SNN
2803;FIBRA 1.2DX38MM SNN-R;2803-FIBRA 1.2DX38MM SNN-R
2804;FIBRA 7DX64MM HCN;2804-FIBRA 7DX64MM HCN
2805;MICROFIBRA 65G/M2 2.50M;2805-MICROFIBRA 65G/M2 2.50M
2806;FIBRA 6DX76MM SNN;2806-FIBRA 6DX76MM SNN
2810;FIBRA 3.3DX76MM SNN;2810-FIBRA 3.3DX76MM SNN
2811;FIBRA 7DX64MM HCS;2811-FIBRA 7DX64MM HCS
2813;VELUDO NICE 1.42M;2813-VELUDO NICE 1.42M
2814;FIBRA 1.33DX32MM SNN-V;2814-FIBRA 1.33DX32MM SNN-V
2815;FIBRA 1.33DX38MM SNN-V;2815-FIBRA 1.33DX38MM SNN-V
2816;FIBRA 7DX64MM HCS-R;2816-FIBRA 7DX64MM HCS-R
2817;FIBRA 7DX64MM HCS-R;2817-FIBRA 7DX64MM HCS-R
2818;FIBRA 7DX64MM HCS-R;2818-FIBRA 7DX64MM HCS-R
2819;VOIL FLAME 3.00M;2819-VOIL FLAME 3.00M
2820;BLACKOUT 2.80M;2820-BLACKOUT 2.80M
2821;VELUDO DIAMOND 1.42M;2821-VELUDO DIAMOND 1.42M
2822;FIBRA 7DX64MM HCS-R;2822-FIBRA 7DX64MM HCS-R
2823;TECIDO MANTA KG HOME DESIGN LISO CORTTEX;2823-TECIDO MANTA KG HOME DESIGN LISO CORTTEX
2824;TECIDO MANTA KG HOME DESIGN ESTAMPADO CORTTEX;2824-TECIDO MANTA KG HOME DESIGN ESTAMPADO CORTTEX
2825;TECIDO PARA MANTA HOME DESIGN LISO 2.25M;2825-TECIDO PARA MANTA HOME DESIGN LISO 2.25M
2826;TECIDO PARA MANTA HOME DESIGN ESTAMPADO 2.25M;2826-TECIDO PARA MANTA HOME DESIGN ESTAMPADO 2.25M
2827;TECIDO PARA MANTA CELTA ESTAMPADO 2.00M;2827-TECIDO PARA MANTA CELTA ESTAMPADO 2.00M
2828;TECIDO PARA MANTA HOME DESIGN LISO 2.05M;2828-TECIDO PARA MANTA HOME DESIGN LISO 2.05M
2830;FIBRA 7DX64MM HCS-R;2830-FIBRA 7DX64MM HCS-R
2831;VOIL BD 2.90M;2831-VOIL BD 2.90M
2832;VOIL BD 2.90M;2832-VOIL BD 2.90M
2833;VOIL BD 2.90M;2833-VOIL BD 2.90M
2834;VOIL BD 2.90M;2834-VOIL BD 2.90M
2835;VOIL BD 2.90M;2835-VOIL BD 2.90M
2836;VOIL BD 2.90M;2836-VOIL BD 2.90M
2837;TECIDO MANTA KG SHERPA HOME DESIGN SHERPA CORTTEX;2837-TECIDO MANTA KG SHERPA HOME DESIGN SHERPA CORTTEX
2838;FIBRA 7DX64MM HCS-R;2838-FIBRA 7DX64MM HCS-R
2839;VOIL FLAME GOLD 3.00M;2839-VOIL FLAME GOLD 3.00M
2840;FORRO 2.80M;2840-FORRO 2.80M
2841;FIBRAS DIVERSAS ;2841-FIBRAS DIVERSAS 
2842;VELUDO MONO 1.42M;2842-VELUDO MONO 1.42M
2843;FIBRA 1.4DX38MM SNN-R;2843-FIBRA 1.4DX38MM SNN-R
2844;FIBRA 3DX64MM SNN-R;2844-FIBRA 3DX64MM SNN-R
2845;FIBRA� 20 � 150 (85MM +/- 65MM);2845-FIBRA� 20 � 150 (85MM +/- 65MM)
2846;MICROFIBRA 65G/M2 2.40M LISA;2846-MICROFIBRA 65G/M2 2.40M LISA
2847;FIBRA 15DX64MM HCN (dry);2847-FIBRA 15DX64MM HCN (dry)
2848;MICROFIBRA 65G/M2 2.40M LISA;2848-MICROFIBRA 65G/M2 2.40M LISA
2849;BLACKOUT LISO 2.80M;2849-BLACKOUT LISO 2.80M
2850;VELUDO LYON 1.42M;2850-VELUDO LYON 1.42M
2851;VELUDO CANNES 1.42M;2851-VELUDO CANNES 1.42M
2852;VOIL FLAME 3.00M;2852-VOIL FLAME 3.00M
2853;JACQUARD 2.80M;2853-JACQUARD 2.80M
2854;JACQUARD 2.80M;2854-JACQUARD 2.80M
2855;SEMI BLACKOUT 3.00M;2855-SEMI BLACKOUT 3.00M
2856;BLACKOUT LINEN LOOK 2.80M;2856-BLACKOUT LINEN LOOK 2.80M
2857;VELUDO NICE CLD 1.42M;2857-VELUDO NICE CLD 1.42M
2858;LINEN LOOK LILLE 1.42M;2858-LINEN LOOK LILLE 1.42M
2859;FIBRA 3DX64MM SNN-R;2859-FIBRA 3DX64MM SNN-R
2860;FIBRA 1.33DX38MM SNN-V;2860-FIBRA 1.33DX38MM SNN-V
2861;LINHO LISO 3.00M;2861-LINHO LISO 3.00M
2862;LINHO LISO 3.00M;2862-LINHO LISO 3.00M
2863;LINHO LISO 3.00M;2863-LINHO LISO 3.00M
2864;RUSTICO 3.00M;2864-RUSTICO 3.00M
2865;NATURAL LOOK 3.00M;2865-NATURAL LOOK 3.00M
2866;NATURAL LOOK 3.00M;2866-NATURAL LOOK 3.00M
2867;NATURAL LOOK 3.00M;2867-NATURAL LOOK 3.00M
2868;NATURAL LOOK 3.00M;2868-NATURAL LOOK 3.00M
2869;VOIL LINHO 3.00M;2869-VOIL LINHO 3.00M
2870;ROMA 3.00M;2870-ROMA 3.00M
2871;TECIDO PARA MANTA CELTA LISO 2,00M;2871-TECIDO PARA MANTA CELTA LISO 2,00M
2872;FIBRA 7DX32MM HCS;2872-FIBRA 7DX32MM HCS
2873;TECIDO MANTA KG HOME DESIGN ESTAMPADA CORTTEX;2873-TECIDO MANTA KG HOME DESIGN ESTAMPADA CORTTEX
2874;LINEN LOOK LONDRES 1.42M;2874-LINEN LOOK LONDRES 1.42M
2875;ROMA - VELUDO;2875-ROMA - VELUDO
2876;VELUDO ATENAS 1.42M;2876-VELUDO ATENAS 1.42M
2877;LINEN LOOK SIENA 1.42M;2877-LINEN LOOK SIENA 1.42M
2878;VELUDO FLORENCA 1.42M;2878-VELUDO FLORENCA 1.42M
2879;TECIDO PARA COBERTOR FINLANDIA ESTAMPADO I 2,25M;2879-TECIDO PARA COBERTOR FINLANDIA ESTAMPADO I 2,25M
2880;TECIDO PARA COBERTOR AUSTRIA ESTAMPADO II 2,25M;2880-TECIDO PARA COBERTOR AUSTRIA ESTAMPADO II 2,25M
2881;TECIDO PARA COBERTOR AUSTRIA LISO 2,25M;2881-TECIDO PARA COBERTOR AUSTRIA LISO 2,25M
2882;TECIDO PARA COBERTOR ATTUALE 2,25M;2882-TECIDO PARA COBERTOR ATTUALE 2,25M
2883;COBERTOR  KG A�STRIA 2,25M;2883-COBERTOR  KG A�STRIA 2,25M
2884;TECIDO PARA COBERTOR AUSTRIA LISO 2,25M;2884-TECIDO PARA COBERTOR AUSTRIA LISO 2,25M
2885;TECIDO TOALHA BANHO JACQUARD  ATHINA;2885-TECIDO TOALHA BANHO JACQUARD  ATHINA
2886;TECIDO TOALHA ROSTO JACQUARD  ATHINA;2886-TECIDO TOALHA ROSTO JACQUARD  ATHINA
2887;TECIDO TOALHA BANHO JACQUARD MEDALH�O;2887-TECIDO TOALHA BANHO JACQUARD MEDALH�O
2888;TECIDO TOALHA ROSTO JACQUARD MEDALH�O;2888-TECIDO TOALHA ROSTO JACQUARD MEDALH�O
2889;TECIDO TOALHA BANHO BARRRA JACQUARD SOLINE;2889-TECIDO TOALHA BANHO BARRRA JACQUARD SOLINE
2890;TECIDO TOALHA ROSTO BARRRA JACQUARD SOLINE;2890-TECIDO TOALHA ROSTO BARRRA JACQUARD SOLINE
2891;TECIDO TOALHA BANHO BARRA JACQUARD BRENT;2891-TECIDO TOALHA BANHO BARRA JACQUARD BRENT
2892;TECIDO TOALHA ROSTO BARRA JACQUARD BRENT;2892-TECIDO TOALHA ROSTO BARRA JACQUARD BRENT
2893;TECIDO TOALHA BANHO BARRA JACQUARD PIENZA;2893-TECIDO TOALHA BANHO BARRA JACQUARD PIENZA
2894;TECIDO TOALHA ROSTO BARRA JACQUARD PIENZA;2894-TECIDO TOALHA ROSTO BARRA JACQUARD PIENZA
2895;FIBRA 15DX64MM HCS;2895-FIBRA 15DX64MM HCS
2896;DEBRUM;2896-DEBRUM
2897;FIBRA 20 A 150 (85MM +/- 65MM);2897-FIBRA 20 A 150 (85MM +/- 65MM)
2898;TECIDO PARA COBERTOR ATTUALE 2.25M ;2898-TECIDO PARA COBERTOR ATTUALE 2.25M 
2899;DEBRUM;2899-DEBRUM
2900;TECIDO LENCOL 100% ALGODAO - PRODUCAO;2900-TECIDO LENCOL 100% ALGODAO - PRODUCAO
2901;TECIDO LENCOL MISTO - PRODUCAO;2901-TECIDO LENCOL MISTO - PRODUCAO
2902;COBERTOR RASCHEL ATTUALE KG 2.25M;2902-COBERTOR RASCHEL ATTUALE KG 2.25M
2903;DEBRUM KG;2903-DEBRUM KG
2904;FIBRA 3.3DX64MM SND-V SPUNLACE;2904-FIBRA 3.3DX64MM SND-V SPUNLACE
2905;FIBRA 1.65DX38MM SND-V SPUNLACE;2905-FIBRA 1.65DX38MM SND-V SPUNLACE
2906;FIBRA 2.75DX38MM SND-V SPUNLACE;2906-FIBRA 2.75DX38MM SND-V SPUNLACE
2907;POLIOL 2907 PARA ESPUMA FLEX�VEL / TAMBOR;2907-POLIOL 2907 PARA ESPUMA FLEX�VEL / TAMBOR
2908;FIBRA 7DX64MM HCS-R;2908-FIBRA 7DX64MM HCS-R
2909;VELUDO ROMA 1.42M;2909-VELUDO ROMA 1.42M
2910;2910 TDI 80/20 / TAMBOR;2910-2910 TDI 80/20 / TAMBOR
2911;VELUDO PARIS 1.40M;2911-VELUDO PARIS 1.40M
2912;POLIOL 2912 PARA ESPUMA FLEX�VEL / TAMBOR;2912-POLIOL 2912 PARA ESPUMA FLEX�VEL / TAMBOR
2913;POLIOL 2913 PARA ESPUMA FLEX�VEL / TAMBOR;2913-POLIOL 2913 PARA ESPUMA FLEX�VEL / TAMBOR
2914;FIBRA 3DX64MM SNN-R;2914-FIBRA 3DX64MM SNN-R
2915;FIBRA 9DX64MM SNN-R;2915-FIBRA 9DX64MM SNN-R
2916;FIBRA 14DX64MM SNN-R;2916-FIBRA 14DX64MM SNN-R
2917;FIBRA 9DX64MM SNN-R;2917-FIBRA 9DX64MM SNN-R
2918;FIBRA 14DX64MM SNN-R;2918-FIBRA 14DX64MM SNN-R
2919;FIBRA 3DX64MM SNN-R;2919-FIBRA 3DX64MM SNN-R
2920;FIBRA 4DX51MM BI HM V;2920-FIBRA 4DX51MM BI HM V
2921;MICROFIBRA 65G/M2 2.40M LISA;2921-MICROFIBRA 65G/M2 2.40M LISA
2922;VOIL BD 2.80M;2922-VOIL BD 2.80M
2923;VOIL BD 2.80M;2923-VOIL BD 2.80M
2924;LINEN LOOK BD 3.00M;2924-LINEN LOOK BD 3.00M
2925;LINEN LOOK BD 3.00M;2925-LINEN LOOK BD 3.00M
2926;LINEN LOOK BD 3.00M;2926-LINEN LOOK BD 3.00M
2928;SEMI BLACKOUT 2.80M;2928-SEMI BLACKOUT 2.80M
2929;SEMI BLACKOUT 2.80M;2929-SEMI BLACKOUT 2.80M
2930;SEMI BLACKOUT 2.80M;2930-SEMI BLACKOUT 2.80M
2931;BLACKOUT LINHO 2.80M;2931-BLACKOUT LINHO 2.80M
2932;BLACKOUT RUSTICO 2.80M;2932-BLACKOUT RUSTICO 2.80M
2933;BLACKOUT ESPECIAL 2.80M;2933-BLACKOUT ESPECIAL 2.80M
2934;VOIL FLAME ESPECIAL 3.00M;2934-VOIL FLAME ESPECIAL 3.00M
2935;VOIL LIST ESPECIAL 3.00M;2935-VOIL LIST ESPECIAL 3.00M
2936;VOIL LIST ESPECIAL 3.00M;2936-VOIL LIST ESPECIAL 3.00M
2937;VOIL LIST ESPECIAL 3.00M;2937-VOIL LIST ESPECIAL 3.00M
2938;VOIL LIST ESPECIAL 3.00M;2938-VOIL LIST ESPECIAL 3.00M
2939;VOIL JACQUARD LINHO 3.00M;2939-VOIL JACQUARD LINHO 3.00M
2940;VOIL JACQUARD LINHO 3.00M;2940-VOIL JACQUARD LINHO 3.00M
2941;LINEN LOOK LISTRADO 3.00M;2941-LINEN LOOK LISTRADO 3.00M
2942;LINEN LOOK 3.00M;2942-LINEN LOOK 3.00M
2943;LINEN LOOK PREMIUM 3.00M;2943-LINEN LOOK PREMIUM 3.00M
2944;FLAME LISTRADO 3.00M;2944-FLAME LISTRADO 3.00M
2945;LINHO ESPECIAL 3.00M;2945-LINHO ESPECIAL 3.00M
2946;FLAME SUPER 3.00M;2946-FLAME SUPER 3.00M
2947;FLAME ESPECIAL 3.00M;2947-FLAME ESPECIAL 3.00M
2948;LINEN LOOK 3.00M;2948-LINEN LOOK 3.00M
2949;VOIL FLAME LIST 2.80M;2949-VOIL FLAME LIST 2.80M
2950;VOIL GLACE LIST 3.00M;2950-VOIL GLACE LIST 3.00M
2951;VOIL LIST LINHO 3.00M;2951-VOIL LIST LINHO 3.00M
2952;VOIL LINHO LIST 3.00M;2952-VOIL LINHO LIST 3.00M
2953;VOIL LINHO LIST 3.00M;2953-VOIL LINHO LIST 3.00M
2954;VOIL LINHO LIST 3.00M;2954-VOIL LINHO LIST 3.00M
2955;VOIL FLAME LIST LINHO 3.00M;2955-VOIL FLAME LIST LINHO 3.00M
2956;VOIL LINEN LOOK LIST 3.00;2956-VOIL LINEN LOOK LIST 3.00
2957;VOIL BOTONE 3.00M;2957-VOIL BOTONE 3.00M
2958;MICROFIBRA 90G/M2 2.50M LISA;2958-MICROFIBRA 90G/M2 2.50M LISA
2959;TECIDO TOALHA BANHO JACQUARD CHEVRON;2959-TECIDO TOALHA BANHO JACQUARD CHEVRON
